"","interval.ma","accepted_name","lat","lng","cell","extinct"
"3423",251.2,"Promyalina",-22.9,53.87,594,0
"3424",251.2,"Promyalina",75,57.87,351,0
"3425",251.2,"Promyalina",-22.9,53.87,594,0
"3426",251.2,"Promyalina",12.91,36.27,247,0
"3427",251.2,"Promyalina",43.93,22.62,252,0
"3428",251.2,"Promyalina",25.57,-31.16,135,0
"3429",251.2,"Promyalina",43.91,22.67,252,0
"3430",251.2,"Promyalina",-22.9,53.87,594,0
"3431",251.2,"Promyalina",-14.75,104.59,662,0
"3432",251.2,"Promyalina",43.93,22.64,252,0
"3433",251.2,"Promyalina",43.93,22.62,252,0
"3434",251.2,"Promyalina",43.95,22.58,252,0
"3435",251.2,"Promyalina",29.54,-34.82,125,0
"3436",251.2,"Promyalina",21.02,142.39,381,0
"3437",251.2,"Promyalina",-7.08,117.29,673,0
"3438",251.2,"Promyalina",-14.93,104.65,662,0
"3439",251.2,"Promyalina",30.31,-33.37,125,0
"3440",251.2,"Promyalina",53.99,22.75,253,0
"3441",251.2,"Promyalina",-14.93,104.65,662,0
"3442",251.2,"Promyalina",-14.54,104.84,662,0
"3443",251.2,"Promyalina",43.91,22.69,252,0
"3444",251.2,"Promyalina",53.92,22.83,253,0
"3445",251.2,"Promyalina",43.91,22.67,252,0
"3446",251.2,"Promyalina",28.38,-30.91,125,0
"3447",251.2,"Promyalina",42.24,22.34,251,0
"3448",251.2,"Promyalina",53.93,22.8,253,0
"3449",251.2,"Promyalina",20.12,108.9,667,0
"3450",251.2,"Promyalina",28.75,-32.09,125,0
"3451",251.2,"Promyalina",26.61,-30.04,135,0
"3452",251.2,"Promyalina",-9.85,106.35,663,0
"3453",251.2,"Promyalina",43.92,22.63,252,0
"3454",251.2,"Promyalina",43.9,22.7,252,0
"3455",251.2,"Promyalina",-10.27,105.92,663,0
"3456",251.2,"Promyalina",26.62,-29.89,135,0
"3457",251.2,"Promyalina",13.02,110.7,666,0
"3458",251.2,"Promyalina",43.9,22.7,252,0
"3459",251.2,"Promysidiella",20.12,108.9,667,0
"3460",251.2,"Promysidiella",-15.53,106.74,662,0
"3461",251.2,"Promysidiella",-15.52,106.74,662,0
"3462",251.2,"Pseudocorbula",75.08,63.92,351,0
"3463",251.2,"Pseudocorbula",74.91,55.51,351,0
"3464",251.2,"Pseudocorbula",75,57.87,351,0
"3465",251.2,"Pseudomonotis",43.93,22.62,252,0
"3466",251.2,"Pseudomonotis",9.07,35.5,235,0
"3467",251.2,"Pseudomonotis",54.87,22.27,253,0
"3468",251.2,"Pseudomonotis",54.06,22.59,253,0
"3469",251.2,"Pteria",12.87,36.38,247,0
"3470",251.2,"Pteria",-14.93,104.65,662,0
"3471",251.2,"Pteria",-14.93,104.65,662,0
"3472",251.2,"Pteria",12.87,36.13,247,0
"3473",251.2,"Pteria",-13.36,104.46,662,0
"3474",251.2,"Pteria",-16.86,104.29,652,0
"3475",251.2,"Pteria",-13.36,104.46,662,0
"3476",251.2,"Pteria",-14.54,104.84,662,0
"3477",251.2,"Pteria",-9.85,106.35,663,0
"3478",251.2,"Pteria",-7.08,117.29,673,0
"3479",251.2,"Pteria",-14.49,105.24,662,0
"3480",251.2,"Pteria",28.4,-30.94,125,0
"3481",251.2,"Pteria",-14.36,105.39,662,0
"3482",251.2,"Pteria",-13.86,104.54,662,0
"3483",251.2,"Pteria",-14.36,105.39,662,0
"3484",251.2,"Pteria",-14.35,105.4,662,0
"3485",251.2,"Pteria",-9.85,106.35,663,0
"3486",251.2,"Pteria",-14.64,104.7,662,0
"3487",251.2,"Pteria",26.62,-29.89,135,0
"3488",251.2,"Pteria",-7.08,117.29,673,0
"3489",251.2,"Pteria",-14.75,104.59,662,0
"3490",251.2,"Pteria",-14.93,104.65,662,0
"3491",251.2,"Pteria",-14.36,105.39,662,0
"3492",251.2,"Pteria",12.87,36.38,247,0
"3493",251.2,"Pteria",-12.43,104.93,653,0
"3494",251.2,"Pteria",-17.74,108.19,662,0
"3495",251.2,"Pteria",-14.93,104.65,662,0
"3496",251.2,"Pteria",-14.93,104.65,662,0
"3497",251.2,"Pteria",-9.91,108.13,663,0
"3498",251.2,"Pteria",12.86,36.13,247,0
"3499",251.2,"Pteria",-12.43,104.93,653,0
"3500",251.2,"Pteria",20.12,108.9,667,0
"3501",251.2,"Pteria",-14.11,104.53,662,0
"3502",251.2,"Pteria",12.86,36.13,247,0
"3503",251.2,"Pteria",-14.64,104.7,662,0
"3504",251.2,"Pteria",12.87,36.38,247,0
"3505",251.2,"Pteria",-14.93,104.65,662,0
"3506",251.2,"Pteria",-12.43,104.93,653,0
"3507",251.2,"Pteria",26.62,-29.89,135,0
"3508",251.2,"Pteria",12.51,111.73,666,0
"3509",251.2,"Pteria",20.12,108.9,667,0
"3510",251.2,"Pteria",1.79,128.77,693,0
"3511",251.2,"Pteria",26.61,-30.04,135,0
"3512",251.2,"Pteria",-12.56,104.62,653,0
"3513",251.2,"Pteria",-12.83,106.9,662,0
"3514",251.2,"Pteria",-9.91,108.13,663,0
"3515",251.2,"Pteria",12.87,36.38,247,0
"3516",251.2,"Pteria",29.44,-34.72,125,0
"3517",251.2,"Pteria",29.54,-34.82,125,0
"3518",251.2,"Pteria",-12.56,104.62,653,0
"3519",251.2,"Pteria",-14.75,104.59,662,0
"3520",251.2,"Pteria",21.01,142.39,381,0
"3521",251.2,"Pteria",25.58,-31.16,135,0
"3522",251.2,"Pteria",-7.08,117.29,673,0
"3523",251.2,"Pteria",-14.75,104.59,662,0
"3524",251.2,"Pteria",-12.13,104.6,653,0
"3525",251.2,"Pteria",21.01,142.39,381,0
"3526",251.2,"Pteria",-12.13,104.6,653,0
"3527",251.2,"Pteria",-14.75,104.59,662,0
"3528",251.2,"Pteria",12.87,36.38,247,0
"3529",251.2,"Pteria",-14.11,104.53,662,0
"3530",251.2,"Pteria",-12.56,104.62,653,0
"3531",251.2,"Pteria",-12.16,104.43,653,0
"3532",251.2,"Pteria",-14.54,104.84,662,0
"3533",251.2,"Pteria",-10.05,106.24,663,0
"3534",251.2,"Pteria",-14.75,104.59,662,0
"3535",251.2,"Pteria",-14.11,104.53,662,0
"3536",251.2,"Pteria",-11.43,106.47,662,0
"3537",251.2,"Pteria",-10.48,106.01,663,0
"3538",251.2,"Pteria",-14.75,104.59,662,0
"3539",251.2,"Pteria",-10.27,105.92,663,0
"3540",251.2,"Pteria",20.12,108.9,667,0
"3541",251.2,"Pteria",-14.93,104.65,662,0
"3542",251.2,"Pteria",29.54,-34.82,125,0
"3543",251.2,"Pteria",26.63,-29.9,135,0
"3544",251.2,"Pteria",-14.54,104.84,662,0
"3545",251.2,"Pteria",-13.86,104.54,662,0
"3546",251.2,"Pteria",-14.93,104.65,662,0
"3547",251.2,"Pteria",-36.48,55.11,602,0
"3548",251.2,"Pteria",-7.9,105.1,663,0
"3549",251.2,"Pteria",20.12,108.9,667,0
"3550",251.2,"Pteria",26.63,-29.9,135,0
"3551",251.2,"Pteria",-8.48,104.5,663,0
"3552",251.2,"Pteria",-12.43,104.93,653,0
"3553",251.2,"Pteria",26.63,-29.9,135,0
"3554",251.2,"Pteria",21.01,142.39,381,0
"3555",251.2,"Pteria",29.44,-34.72,125,0
"3556",251.2,"Pteria",-14.93,104.65,662,0
"3557",251.2,"Pteria",-10.48,106.01,663,0
"3558",251.2,"Pteria",-11.37,106.49,662,0
"3559",251.2,"Pteria",-14.64,104.7,662,0
"3560",251.2,"Pteria",-12.43,104.93,653,0
"3561",251.2,"Pteria",-14.54,104.84,662,0
"3562",251.2,"Pteria",26.63,-29.9,135,0
"3563",251.2,"Pteria",-14.54,104.84,662,0
"3564",251.2,"Retispira",-14.74,106.83,662,0
"3565",251.2,"Retispira",-14.39,105.41,662,0
"3566",251.2,"Retispira",-13.21,105.22,662,0
"3567",251.2,"Retispira",28.38,-30.91,125,0
"3568",251.2,"Retispira",-14.4,105.46,662,0
"3569",251.2,"Retispira",-14.74,106.83,662,0
"3570",251.2,"Schafhaeutlia",-14.64,104.7,662,0
"3571",251.2,"Scythentolium",-15.53,106.74,662,0
"3572",251.2,"Scythentolium",12.74,36.14,247,0
"3573",251.2,"Scythentolium",-15.37,106.82,662,0
"3574",251.2,"Scythentolium",-15.8,107.57,662,0
"3575",251.2,"Scythentolium",-14.74,106.83,662,0
"3576",251.2,"Scythentolium",-14.75,106.83,662,0
"3577",251.2,"Scythentolium",-15.87,107.54,662,0
"3578",251.2,"Scythentolium",-14.75,106.83,662,0
"3579",251.2,"Scythentolium",-15.87,107.54,662,0
"3580",251.2,"Scythentolium",-9.91,108.13,663,0
"3581",251.2,"Scythentolium",-14.75,106.83,662,0
"3582",251.2,"Scythentolium",-14.74,106.83,662,0
"3583",251.2,"Scythentolium",-9.91,108.13,663,0
"3584",251.2,"Scythentolium",-14.75,106.83,662,0
"3585",251.2,"Sinuarbullina",-9.37,115.53,672,0
"3586",251.2,"Sinuarbullina",-34.49,52.32,602,0
"3587",251.2,"Sinuarbullina",54.76,22.9,253,0
"3588",251.2,"Sinuarbullina",-9.37,115.53,672,0
"3589",251.2,"Spirostylus",16.9,106.8,666,0
"3590",251.2,"Stachella",-14.64,104.7,662,0
"3591",251.2,"Streblochondria",1.79,128.77,693,0
"3592",251.2,"Streptacis",-9.37,115.53,672,0
"3593",251.2,"Streptacis",-9.37,115.53,672,0
"3594",251.2,"Strobeus",-22.9,53.87,594,0
"3595",251.2,"Strobeus",-22.9,53.87,594,0
"3596",251.2,"Strobeus",-22.9,53.87,594,0
"3597",251.2,"Strobeus",-22.9,53.87,594,0
"3598",251.2,"Strobeus",21.01,142.39,381,0
"3599",251.2,"Strobeus",-22.9,53.87,594,0
"3600",251.2,"Strobeus",-22.82,54.01,594,0
"3601",251.2,"Strobeus",21.01,142.39,381,0
"3602",251.2,"Strobeus",-34.49,52.32,602,0
"3603",251.2,"Stutchburia",12.86,36.13,247,0
"3604",251.2,"Stutchburia",-8.48,104.5,663,0
"3605",251.2,"Stutchburia",12.86,36.13,247,0
"3606",251.2,"Terquemia",43.94,22.62,252,0
"3607",251.2,"Terquemia",43.9,22.7,252,0
"3608",251.2,"Terquemia",43.8,22.74,252,0
"3609",251.2,"Towapteria",-14.54,104.84,662,0
"3610",251.2,"Towapteria",-15.37,106.82,662,0
"3611",251.2,"Towapteria",-14.74,106.83,662,0
"3612",251.2,"Towapteria",-15.37,106.82,662,0
"3613",251.2,"Towapteria",12.91,36.27,247,0
"3614",251.2,"Towapteria",-9.54,112.47,672,0
"3615",251.2,"Towapteria",12.87,36.13,247,0
"3616",251.2,"Towapteria",-9.54,112.47,672,0
"3617",251.2,"Towapteria",-10.05,106.24,663,0
"3618",251.2,"Towapteria",-8.21,104.79,663,0
"3619",251.2,"Towapteria",-14.74,106.83,662,0
"3620",251.2,"Towapteria",-14.74,106.83,662,0
"3621",251.2,"Towapteria",-15.37,106.82,662,0
"3622",251.2,"Towapteria",-15.8,107.57,662,0
"3623",251.2,"Towapteria",-15.87,107.54,662,0
"3624",251.2,"Towapteria",-14.74,106.83,662,0
"3625",251.2,"Towapteria",-16.34,109.49,662,0
"3626",251.2,"Towapteria",-16.69,107.88,662,0
"3627",251.2,"Towapteria",-8.21,104.79,663,0
"3628",251.2,"Towapteria",-7.08,117.29,673,0
"3629",251.2,"Towapteria",12.87,36.13,247,0
"3630",251.2,"Towapteria",-14.75,106.73,662,0
"3631",251.2,"Towapteria",-14.39,105.41,662,0
"3632",251.2,"Towapteria",-10.48,106.01,663,0
"3633",251.2,"Towapteria",-8.21,104.79,663,0
"3634",251.2,"Towapteria",-14.79,106.75,662,0
"3635",251.2,"Towapteria",-15.87,107.54,662,0
"3636",251.2,"Towapteria",-10.48,106.01,663,0
"3637",251.2,"Towapteria",-10.91,105.97,653,0
"3638",251.2,"Towapteria",-14.75,106.83,662,0
"3639",251.2,"Towapteria",-14.78,106.84,662,0
"3640",251.2,"Towapteria",-14.74,106.83,662,0
"3641",251.2,"Towapteria",-14.75,106.83,662,0
"3642",251.2,"Towapteria",-15.61,104.98,662,0
"3643",251.2,"Towapteria",-14.75,106.83,662,0
"3644",251.2,"Towapteria",-14.74,106.83,662,0
"3645",251.2,"Towapteria",-14.74,106.83,662,0
"3646",251.2,"Towapteria",-14.74,106.83,662,0
"3647",251.2,"Towapteria",-16.69,107.88,662,0
"3648",251.2,"Towapteria",-15.87,107.54,662,0
"3649",251.2,"Towapteria",-12.13,104.6,653,0
"3650",251.2,"Towapteria",-7.08,117.29,673,0
"3651",251.2,"Towapteria",-17.74,108.19,662,0
"3652",251.2,"Towapteria",-14.74,106.83,662,0
"3653",251.2,"Towapteria",-12.43,104.93,653,0
"3654",251.2,"Towapteria",-11.37,106.49,662,0
"3655",251.2,"Towapteria",-15.52,106.74,662,0
"3656",251.2,"Towapteria",-15.87,107.54,662,0
"3657",251.2,"Towapteria",-15.87,107.54,662,0
"3658",251.2,"Towapteria",-15.37,106.82,662,0
"3659",251.2,"Towapteria",-12.83,106.9,662,0
"3660",251.2,"Towapteria",-12.43,104.93,653,0
"3661",251.2,"Towapteria",-14.64,104.7,662,0
"3662",251.2,"Towapteria",12.87,36.38,247,0
"3663",251.2,"Towapteria",-16.69,107.88,662,0
"3664",251.2,"Towapteria",12.87,36.38,247,0
"3665",251.2,"Towapteria",-14.74,106.83,662,0
"3666",251.2,"Towapteria",-14.75,106.83,662,0
"3667",251.2,"Towapteria",-10.91,105.97,653,0
"3668",251.2,"Towapteria",12.82,36.19,247,0
"3669",251.2,"Towapteria",-14.75,106.83,662,0
"3670",251.2,"Towapteria",-10.91,105.97,653,0
"3671",251.2,"Trachybembix",-14.4,105.46,662,0
"3672",251.2,"Undularia (Toxoconcha)",43.93,22.61,252,0
"3673",251.2,"Undularia (Toxoconcha)",16.9,106.8,666,0
"3674",251.2,"Unionites",43.91,22.69,252,0
"3675",251.2,"Unionites",12.87,36.13,247,0
"3676",251.2,"Unionites",12.69,36.07,247,0
"3677",251.2,"Unionites",12.91,36.27,247,0
"3678",251.2,"Unionites",12.86,36.13,247,0
"3679",251.2,"Unionites",43.93,22.59,252,0
"3680",251.2,"Unionites",12.87,36.38,247,0
"3681",251.2,"Unionites",12.74,36.14,247,0
"3682",251.2,"Unionites",12.74,36.14,247,0
"3683",251.2,"Unionites",20.12,108.9,667,0
"3684",251.2,"Unionites",8.35,40.84,246,0
"3685",251.2,"Unionites",12.74,36.14,247,0
"3686",251.2,"Unionites",43.91,22.69,252,0
"3687",251.2,"Unionites",43.91,22.69,252,0
"3688",251.2,"Unionites",12.86,36.13,247,0
"3689",251.2,"Unionites",43.91,22.69,252,0
"3690",251.2,"Unionites",-14.64,104.7,662,0
"3691",251.2,"Unionites",8.35,40.84,246,0
"3692",251.2,"Unionites",12.74,36.14,247,0
"3693",251.2,"Unionites",12.86,36.13,247,0
"3694",251.2,"Unionites",12.91,36.27,247,0
"3695",251.2,"Unionites",8.35,40.84,246,0
"3696",251.2,"Unionites",12.86,36.13,247,0
"3697",251.2,"Unionites",43.91,22.69,252,0
"3698",251.2,"Unionites",12.91,36.27,247,0
"3699",251.2,"Unionites",12.74,36.14,247,0
"3700",251.2,"Unionites",8.35,40.84,246,0
"3701",251.2,"Unionites",12.91,36.27,247,0
"3702",251.2,"Unionites",12.74,36.16,247,0
"3703",251.2,"Unionites",12.69,36.07,247,0
"3704",251.2,"Unionites",12.87,36.38,247,0
"3705",251.2,"Unionites",12.86,36.13,247,0
"3706",251.2,"Unionites",42.24,22.33,251,0
"3707",251.2,"Unionites",12.74,36.14,247,0
"3708",251.2,"Unionites",54.35,22.08,253,0
"3709",251.2,"Unionites",8.35,40.84,246,0
"3710",251.2,"Unionites",12.91,36.27,247,0
"3711",251.2,"Unionites",54.35,22.08,253,0
"3712",251.2,"Unionites",-14.93,104.65,662,0
"3713",251.2,"Unionites",28.4,-30.94,125,0
"3714",251.2,"Unionites",79.46,82.94,360,0
"3715",251.2,"Unionites",12.86,36.13,247,0
"3716",251.2,"Unionites",25.45,-31.24,135,0
"3717",251.2,"Unionites",9.07,35.5,235,0
"3718",251.2,"Unionites",12.74,36.14,247,0
"3719",251.2,"Unionites",8.35,40.84,246,0
"3720",251.2,"Unionites",53.92,22.83,253,0
"3721",251.2,"Unionites",12.86,36.13,247,0
"3722",251.2,"Unionites",12.87,36.38,247,0
"3723",251.2,"Unionites",12.91,36.27,247,0
"3724",251.2,"Unionites",-9.85,106.35,663,0
"3725",251.2,"Unionites",8.35,40.84,246,0
"3726",251.2,"Unionites",12.74,36.14,247,0
"3727",251.2,"Unionites",-23.37,103.34,651,0
"3728",251.2,"Unionites",12.74,36.14,247,0
"3729",251.2,"Unionites",12.74,36.16,247,0
"3730",251.2,"Unionites",12.74,36.16,247,0
"3731",251.2,"Unionites",12.74,36.16,247,0
"3732",251.2,"Unionites",12.91,36.27,247,0
"3733",251.2,"Unionites",25.57,-31.16,135,0
"3734",251.2,"Unionites",12.86,36.13,247,0
"3735",251.2,"Unionites",12.74,36.14,247,0
"3736",251.2,"Unionites",8.35,40.84,246,0
"3737",251.2,"Unionites",8.35,40.84,246,0
"3738",251.2,"Unionites",12.87,35.97,247,0
"3739",251.2,"Unionites",12.74,36.14,247,0
"3740",251.2,"Unionites",43.94,22.62,252,0
"3741",251.2,"Unionites",8.35,40.84,246,0
"3742",251.2,"Unionites",8.35,40.84,246,0
"3743",251.2,"Unionites",43.93,22.64,252,0
"3744",251.2,"Unionites",-10.48,106.01,663,0
"3745",251.2,"Unionites",8.35,40.84,246,0
"3746",251.2,"Unionites",29.95,-34.94,125,0
"3747",251.2,"Unionites",12.87,36.38,247,0
"3748",251.2,"Unionites",12.87,36.38,247,0
"3749",251.2,"Unionites",12.74,36.16,247,0
"3750",251.2,"Unionites",20.12,108.9,667,0
"3751",251.2,"Unionites",8.35,40.84,246,0
"3752",251.2,"Unionites",54.35,22.08,253,0
"3753",251.2,"Unionites",53.99,22.75,253,0
"3754",251.2,"Unionites",-9.85,106.35,663,0
"3755",251.2,"Unionites",29.54,-34.82,125,0
"3756",251.2,"Unionites",28.44,-30.84,125,0
"3757",251.2,"Unionites",12.74,36.16,247,0
"3758",251.2,"Unionites",8.91,35.54,235,0
"3759",251.2,"Unionites",-9.85,106.35,663,0
"3760",251.2,"Unionites",29.71,-34.46,125,0
"3761",251.2,"Unionites",43.92,22.63,252,0
"3762",251.2,"Unionites",53.99,22.75,253,0
"3763",251.2,"Unionites",29.71,-34.46,125,0
"3764",251.2,"Unionites",-14.93,104.65,662,0
"3765",251.2,"Unionites",-9.85,106.35,663,0
"3766",251.2,"Unionites",-7.04,72.44,292,0
"3767",251.2,"Unionites",-9.85,106.35,663,0
"3768",251.2,"Unionites",-9.85,106.35,663,0
"3769",251.2,"Unionites",43.95,22.58,252,0
"3770",251.2,"Unionites",-14.63,104.69,662,0
"3771",251.2,"Unionites",-14.93,104.65,662,0
"3772",251.2,"Unionites",29.71,-34.46,125,0
"3773",251.2,"Unionites",53.93,22.8,253,0
"3774",251.2,"Unionites",25.89,-28.15,135,0
"3775",251.2,"Unionites",28.84,-31.63,125,0
"3776",251.2,"Unionites",-14.93,104.65,662,0
"3777",251.2,"Unionites",12.87,36.38,247,0
"3778",251.2,"Unionites",12.74,36.16,247,0
"3779",251.2,"Unionites",12.74,36.16,247,0
"3780",251.2,"Unionites",8.35,40.84,246,0
"3781",251.2,"Unionites",8.35,40.84,246,0
"3782",251.2,"Unionites",12.87,36.38,247,0
"3783",251.2,"Unionites",20.12,108.9,667,0
"3784",251.2,"Unionites",8.35,40.84,246,0
"3785",251.2,"Unionites",29.7,-34.46,125,0
"3786",251.2,"Unionites",12.87,36.38,247,0
"3787",251.2,"Unionites",-14.79,106.75,662,0
"3788",251.2,"Unionites",12.7,36.16,247,0
"3789",251.2,"Unionites",-10.05,106.24,663,0
"3790",251.2,"Unionites",-10.05,106.24,663,0
"3791",251.2,"Unionites",12.91,36.27,247,0
"3792",251.2,"Unionites",26.62,-29.89,135,0
"3793",251.2,"Unionites",-14.93,104.65,662,0
"3794",251.2,"Unionites",26.62,-29.89,135,0
"3795",251.2,"Unionites",8.54,35.2,235,0
"3796",251.2,"Unionites",8.87,35.58,235,0
"3797",251.2,"Unionites",12.87,36.38,247,0
"3798",251.2,"Unionites",12.74,36.16,247,0
"3799",251.2,"Unionites",-14.74,106.83,662,0
"3800",251.2,"Unionites",12.86,36.13,247,0
"3801",251.2,"Unionites",-14.93,104.65,662,0
"3802",251.2,"Unionites",-9.85,106.35,663,0
"3803",251.2,"Unionites",29.54,-34.82,125,0
"3804",251.2,"Unionites",43.93,22.62,252,0
"3805",251.2,"Unionites",29.7,-34.46,125,0
"3806",251.2,"Unionites",12.69,36.07,247,0
"3807",251.2,"Unionites",-22.9,53.87,594,0
"3808",251.2,"Unionites",12.86,36.13,247,0
"3809",251.2,"Unionites",-6.99,117,673,0
"3810",251.2,"Unionites",26.63,-29.9,135,0
"3811",251.2,"Unionites",-14.64,104.7,662,0
"3812",251.2,"Unionites",8.35,40.84,246,0
"3813",251.2,"Unionites",12.87,36.38,247,0
"3814",251.2,"Unionites",-14.74,106.83,662,0
"3815",251.2,"Unionites",-15.87,107.54,662,0
"3816",251.2,"Unionites",29.54,-34.82,125,0
"3817",251.2,"Unionites",12.74,36.14,247,0
"3818",251.2,"Unionites",54.06,22.59,253,0
"3819",251.2,"Unionites",12.74,36.16,247,0
"3820",251.2,"Unionites",21.01,142.39,381,0
"3821",251.2,"Unionites",-14.93,104.65,662,0
"3822",251.2,"Unionites",-14.93,104.65,662,0
"3823",251.2,"Unionites",-14.75,106.83,662,0
"3824",251.2,"Unionites",8.35,40.84,246,0
"3825",251.2,"Unionites",12.87,35.97,247,0
"3826",251.2,"Unionites",29.44,-34.72,125,0
"3827",251.2,"Unionites",-14.74,106.83,662,0
"3828",251.2,"Unionites",-14.49,105.24,662,0
"3829",251.2,"Unionites",8.89,35.58,235,0
"3830",251.2,"Unionites",-12.43,104.93,653,0
"3831",251.2,"Unionites",8.35,40.84,246,0
"3832",251.2,"Unionites",12.86,36.13,247,0
"3833",251.2,"Unionites",-6.46,38.96,577,0
"3834",251.2,"Unionites",-14.93,104.65,662,0
"3835",251.2,"Unionites",-14.93,104.65,662,0
"3836",251.2,"Unionites",8.35,40.84,246,0
"3837",251.2,"Unionites",-14.74,106.83,662,0
"3838",251.2,"Unionites",-13.21,105.22,662,0
"3839",251.2,"Unionites",43.93,22.61,252,0
"3840",251.2,"Unionites",-10.27,105.92,663,0
"3841",251.2,"Unionites",12.86,36.13,247,0
"3842",251.2,"Unionites",-15.61,104.98,662,0
"3843",251.2,"Unionites",12.87,35.97,247,0
"3844",251.2,"Unionites",12.91,36.27,247,0
"3845",251.2,"Unionites",29.44,-34.72,125,0
"3846",251.2,"Unionites",-16.34,109.49,662,0
"3847",251.2,"Unionites",12.74,36.16,247,0
"3848",251.2,"Unionites",12.74,36.16,247,0
"3849",251.2,"Unionites",8.35,40.84,246,0
"3850",251.2,"Unionites",12.74,36.16,247,0
"3851",251.2,"Unionites",54.73,22.85,253,0
"3852",251.2,"Unionites",-14.64,104.7,662,0
"3853",251.2,"Unionites",12.74,36.16,247,0
"3854",251.2,"Unionites",43.9,22.7,252,0
"3855",251.2,"Unionites",54.35,22.08,253,0
"3856",251.2,"Unionites",-12.56,104.62,653,0
"3857",251.2,"Unionites",20.12,108.9,667,0
"3858",251.2,"Unionites",12.86,36.13,247,0
"3859",251.2,"Unionites",1.79,128.77,693,0
"3860",251.2,"Unionites",8.93,35.46,235,0
"3861",251.2,"Unionites",26.63,-29.9,135,0
"3862",251.2,"Unionites",54.76,22.9,253,0
"3863",251.2,"Unionites",29.44,-34.72,125,0
"3864",251.2,"Unionites",54.35,22.08,253,0
"3865",251.2,"Unionites",8.35,40.84,246,0
"3866",251.2,"Unionites",12.86,36.13,247,0
"3867",251.2,"Unionites",-14.74,106.83,662,0
"3868",251.2,"Unionites",54.35,22.08,253,0
"3869",251.2,"Unionites",54.76,22.9,253,0
"3870",251.2,"Unionites",29.71,-34.46,125,0
"3871",251.2,"Unionites",-14.17,105.99,662,0
"3872",251.2,"Unionites",43.8,22.74,252,0
"3873",251.2,"Unionites",43.93,22.61,252,0
"3874",251.2,"Unionites",43.9,22.7,252,0
"3875",251.2,"Unionites",8.35,40.84,246,0
"3876",251.2,"Unionites",28.92,-31.73,125,0
"3877",251.2,"Unionites",26.61,-30.04,135,0
"3878",251.2,"Unionites",54.75,22.9,253,0
"3879",251.2,"Unionites",-6.46,38.96,577,0
"3880",251.2,"Unionites",43.95,22.58,252,0
"3881",251.2,"Unionites",28.38,-30.91,125,0
"3882",251.2,"Unionites",12.91,36.27,247,0
"3883",251.2,"Unionites",-12.2,105.16,653,0
"3884",251.2,"Unionites",28.75,-32.09,125,0
"3885",251.2,"Unionites",-14.75,104.59,662,0
"3886",251.2,"Unionites",-14.64,104.7,662,0
"3887",251.2,"Unionites",43.93,22.61,252,0
"3888",251.2,"Unionites",43.93,22.61,252,0
"3889",251.2,"Unionites",8.35,40.84,246,0
"3890",251.2,"Unionites",12.87,36.38,247,0
"3891",251.2,"Unionites",12.86,36.13,247,0
"3892",251.2,"Unionites",-6.46,38.96,577,0
"3893",251.2,"Unionites",-10.91,105.97,653,0
"3894",251.2,"Unionites",43.92,22.63,252,0
"3895",251.2,"Unionites",43.95,22.58,252,0
"3896",251.2,"Unionites",12.94,36.21,247,0
"3897",251.2,"Unionites",-14.75,106.83,662,0
"3898",251.2,"Unionites",43.95,22.58,252,0
"3899",251.2,"Unionites",-8.48,104.5,663,0
"3900",251.2,"Unionites",12.86,36.13,247,0
"3901",251.2,"Unionites",12.86,36.13,247,0
"3902",251.2,"Unionites",12.87,36.38,247,0
"3903",251.2,"Unionites",43.92,22.63,252,0
"3904",251.2,"Unionites",29.54,-34.82,125,0
"3905",251.2,"Unionites",-14.74,106.83,662,0
"3906",251.2,"Unionites",-12.43,104.93,653,0
"3907",251.2,"Unionites",43.92,22.63,252,0
"3908",251.2,"Unionites",-6.46,38.96,577,0
"3909",251.2,"Unionites",26.63,-29.9,135,0
"3910",251.2,"Unionites",12.94,36.21,247,0
"3911",251.2,"Unionites",12.87,35.97,247,0
"3912",251.2,"Unionites",43.95,22.58,252,0
"3913",251.2,"Unionites",12.86,36.13,247,0
"3914",251.2,"Unionites",43.9,22.7,252,0
"3915",251.2,"Unionites",54.35,22.08,253,0
"3916",251.2,"Wannerispira",-15.87,107.54,662,0
"3917",251.2,"Wannerispira",-14.75,106.83,662,0
"3918",251.2,"Wannerispira",-14.79,106.75,662,0
"3919",251.2,"Wannerispira",-14.75,106.83,662,0
"3920",251.2,"Wannerispira",-14.75,106.83,662,0
"3921",251.2,"Wannerispira",-14.74,106.83,662,0
"3922",251.2,"Wannerispira",-15.87,107.54,662,0
"3923",251.2,"Wannerispira",-15.37,106.82,662,0
"3924",251.2,"Wannerispira",-14.75,106.83,662,0
"3925",251.2,"Wannerispira",-14.75,106.73,662,0
"3926",251.2,"Wannerispira",-14.78,106.84,662,0
"3927",251.2,"Wannerispira",-15.87,107.54,662,0
"3928",251.2,"Wannerispira",-15.87,107.54,662,0
"3929",251.2,"Wannerispira",-15.37,106.82,662,0
"3930",251.2,"Wannerispira",-15.37,106.82,662,0
"3931",251.2,"Wannerispira",-14.74,106.83,662,0
"3932",251.2,"Wannerispira",-15.87,107.54,662,0
"3933",251.2,"Wannerispira",-14.74,106.83,662,0
"3934",251.2,"Wannerispira",-22.82,54.01,594,0
"3935",251.2,"Wannerispira",-15.8,107.57,662,0
"3936",251.2,"Wannerispira",-14.74,106.83,662,0
"3937",251.2,"Wannerispira",-15.53,106.74,662,0
