"","interval.ma"," early_interval","accepted_name","lat","lng","cell","ex","fad"
"785",252.17,"Changhsingian","Pleurotomaria",-35.41,52.08,602,0,382.7
"786",252.17,"Changhsingian","Pleurotomaria",-35.32,52.06,602,0,382.7
"787",252.17,"Changhsingian","Pleurotomaria",-14.73,104.99,662,0,382.7
"788",252.17,"Changhsingian","Pleurotomaria",-35.37,52.11,602,0,382.7
"789",252.17,"Changhsingian","Plicatus",-13.97,100.35,653,1,252.17
"790",252.17,"Changhsingian","Plocezyga (Plocezyga)",-13.97,100.35,653,1,252.17
"791",252.17,"Changhsingian","Polidevcia",2.14,130.16,693,0,393.3
"792",252.17,"Changhsingian","Polygyrina",-16.95,108.49,662,0,254.17
"793",252.17,"Changhsingian","Polygyrina",-16.95,108.94,662,0,254.17
"794",252.17,"Changhsingian","Porcellia",-16.95,108.49,662,0,387.7
"795",252.17,"Changhsingian","Porcellia",-16.95,108.49,662,0,387.7
"796",252.17,"Changhsingian","Porcellia",-11.27,105.31,653,0,387.7
"797",252.17,"Changhsingian","Porcellia (Porcellia)",-11.27,105.31,653,1,407.6
"798",252.17,"Changhsingian","Posidonia",-18.62,107.65,661,0,410.8
"799",252.17,"Changhsingian","Posidonia",20.87,142.79,381,0,410.8
"800",252.17,"Changhsingian","Posidonia",2.27,128.69,693,0,410.8
"801",252.17,"Changhsingian","Posidonia",2.26,128.69,693,0,410.8
"802",252.17,"Changhsingian","Posidonia",20.87,142.8,381,0,410.8
"803",252.17,"Changhsingian","Posidonia",-12.48,110.51,662,0,410.8
"804",252.17,"Changhsingian","Praechlamys",-7.66,116.57,672,0,252.17
"805",252.17,"Changhsingian","Praeundulomya",79.66,90.42,370,1,298.9
"806",252.17,"Changhsingian","Promyalina",12.18,36.14,247,0,272.3
"807",252.17,"Changhsingian","Promyalina",79.81,86.82,370,0,272.3
"808",252.17,"Changhsingian","Promyalina",-7.66,116.57,672,0,272.3
"809",252.17,"Changhsingian","Promyalina",-18.62,107.65,661,0,272.3
"810",252.17,"Changhsingian","Promyalina",-13.04,115.6,672,0,272.3
"811",252.17,"Changhsingian","Promyalina",12.18,36.13,247,0,272.3
"812",252.17,"Changhsingian","Promyalina",-15.41,104.04,652,0,272.3
"813",252.17,"Changhsingian","Promyalina",-14.54,111.41,662,0,272.3
"814",252.17,"Changhsingian","Promytilus",2.18,129.88,693,1,307
"815",252.17,"Changhsingian","Promytilus",12.05,36.31,247,1,307
"816",252.17,"Changhsingian","Promytilus",-15.26,104.61,662,1,307
"817",252.17,"Changhsingian","Promytilus",-13.05,115.6,672,1,307
"818",252.17,"Changhsingian","Promytilus",12.14,36.16,247,1,307
"819",252.17,"Changhsingian","Promytilus",-11.67,105.29,653,1,307
"820",252.17,"Changhsingian","Propupaspira",-13.97,100.35,653,1,252.17
"821",252.17,"Changhsingian","Prospondylus",-46.48,52.74,601,0,295.5
"822",252.17,"Changhsingian","Protostylus",-15.26,104.61,662,1,272.3
"823",252.17,"Changhsingian","Pseudobaylea",-16.95,108.49,662,1,323.2
"824",252.17,"Changhsingian","Pseudomonotis",-13.05,115.6,672,0,298.9
"825",252.17,"Changhsingian","Pseudomonotis",-35.32,52.06,602,0,298.9
"826",252.17,"Changhsingian","Pseudomonotis",-14.49,105.54,662,0,298.9
"827",252.17,"Changhsingian","Pseudomonotis",-15.26,104.61,662,0,298.9
"828",252.17,"Changhsingian","Pseudomonotis",-14.49,105.56,662,0,298.9
"829",252.17,"Changhsingian","Pseudomonotis",-17.05,108.91,662,0,298.9
"830",252.17,"Changhsingian","Pseudomonotis",-35.24,52.12,602,0,298.9
"831",252.17,"Changhsingian","Pseudomonotis",-35.61,52.13,602,0,298.9
"832",252.17,"Changhsingian","Pseudomonotis (Pseudomonotis)",-37.17,55.05,602,1,272.3
"833",252.17,"Changhsingian","Pseudomonotis (Pseudomonotis)",79.66,90.42,370,1,272.3
"834",252.17,"Changhsingian","Pseudomonotis (Pseudomonotis)",-35.24,52.12,602,1,272.3
"835",252.17,"Changhsingian","Pseudozygopleura",-13.97,100.35,653,1,358.9
"836",252.17,"Changhsingian","Pseudozygopleura",-35.29,52.14,602,1,358.9
"837",252.17,"Changhsingian","Pteria",-11.24,105.33,653,0,410.8
"838",252.17,"Changhsingian","Pteria",-7.66,116.57,672,0,410.8
"839",252.17,"Changhsingian","Pteria",-15.41,104.04,652,0,410.8
"840",252.17,"Changhsingian","Pteria",-13.05,115.6,672,0,410.8
"841",252.17,"Changhsingian","Pteria",-11.67,105.28,653,0,410.8
"842",252.17,"Changhsingian","Pteria",-15.13,104.76,662,0,410.8
"843",252.17,"Changhsingian","Pteria",79.81,86.82,370,0,410.8
"844",252.17,"Changhsingian","Pteronites",-15.26,104.61,662,1,330.9
"845",252.17,"Changhsingian","Ptychobellerophon",-15.26,104.61,662,1,259.9
"846",252.17,"Changhsingian","Ptychobellerophon",-15.13,104.76,662,1,259.9
"847",252.17,"Changhsingian","Ptychomphalina",-35.32,52.06,602,0,430.5
"848",252.17,"Changhsingian","Ptychosphaera",-15.26,104.61,662,1,433.4
"849",252.17,"Changhsingian","Ptychosphaera",-15.26,104.61,662,1,433.4
"850",252.17,"Changhsingian","Pyramus",-12.64,112.16,662,1,295.5
"851",252.17,"Changhsingian","Pyramus",-45.31,53.15,601,1,295.5
"852",252.17,"Changhsingian","Pyramus",-45.26,53.12,601,1,295.5
"853",252.17,"Changhsingian","Pyramus",-13.57,111.26,662,1,295.5
"854",252.17,"Changhsingian","Pyramus",-45.22,53.14,601,1,295.5
"855",252.17,"Changhsingian","Pyramus",2.18,129.88,693,1,295.5
"856",252.17,"Changhsingian","Retispira",-15.41,104.04,652,0,407.6
"857",252.17,"Changhsingian","Retispira",-16.95,108.49,662,0,407.6
"858",252.17,"Changhsingian","Retispira",-46.36,52.7,601,0,407.6
"859",252.17,"Changhsingian","Retispira",-15.26,104.61,662,0,407.6
"860",252.17,"Changhsingian","Retispira",-37.2,55.08,602,0,407.6
"861",252.17,"Changhsingian","Retispira",-35.38,52.12,602,0,407.6
"862",252.17,"Changhsingian","Retispira",-48.95,53.9,600,0,407.6
"863",252.17,"Changhsingian","Retispira",-35.54,52.06,602,0,407.6
"864",252.17,"Changhsingian","Retispira",-14.73,104.99,662,0,407.6
"865",252.17,"Changhsingian","Retispira",-35.24,52.12,602,0,407.6
"866",252.17,"Changhsingian","Retispira",-35.16,52.3,602,0,407.6
"867",252.17,"Changhsingian","Retispira",-35.59,52.2,602,0,407.6
"868",252.17,"Changhsingian","Rhaphistomella",-14.85,105.33,662,0,254.17
"869",252.17,"Changhsingian","Rhaphistomella",-15.26,104.61,662,0,254.17
"870",252.17,"Changhsingian","Royalella",-16.95,108.49,662,1,298.9
"871",252.17,"Changhsingian","Sanguinolites",-17.05,108.91,662,1,443.4
"872",252.17,"Changhsingian","Sarepta",79.81,86.82,370,0,252.17
"873",252.17,"Changhsingian","Schizodus",12.14,36.16,247,0,410.8
"874",252.17,"Changhsingian","Schizodus",-35.59,52.23,602,0,410.8
"875",252.17,"Changhsingian","Schizodus",-35.51,52.19,602,0,410.8
"876",252.17,"Changhsingian","Schizodus",-35.32,52.06,602,0,410.8
"877",252.17,"Changhsingian","Schizodus",-15.41,104.04,652,0,410.8
"878",252.17,"Changhsingian","Schizodus",-16.12,104.18,652,0,410.8
"879",252.17,"Changhsingian","Schizodus",-87.27,-122.32,614,0,410.8
"880",252.17,"Changhsingian","Schizodus",-35.24,52.12,602,0,410.8
"881",252.17,"Changhsingian","Schizodus",13.37,-29.5,144,0,410.8
"882",252.17,"Changhsingian","Schizodus",-16.95,108.94,662,0,410.8
"883",252.17,"Changhsingian","Schizodus",-35.61,52.13,602,0,410.8
"884",252.17,"Changhsingian","Schizodus",-15.13,104.76,662,0,410.8
"885",252.17,"Changhsingian","Schizodus",13.36,-29.54,144,0,410.8
"886",252.17,"Changhsingian","Schizodus",-37.25,54.95,602,0,410.8
"887",252.17,"Changhsingian","Schizodus",-34.84,51.55,602,0,410.8
"888",252.17,"Changhsingian","Schizodus",-37.2,55.08,602,0,410.8
"889",252.17,"Changhsingian","Schizodus",-35.37,52.11,602,0,410.8
"890",252.17,"Changhsingian","Schizodus",12.12,36.17,247,0,410.8
"891",252.17,"Changhsingian","Schizodus",-17.05,108.91,662,0,410.8
"892",252.17,"Changhsingian","Schizodus",12.12,36.16,247,0,410.8
"893",252.17,"Changhsingian","Schizodus",-45.26,53.12,601,0,410.8
"894",252.17,"Changhsingian","Schizodus",12.14,36.14,247,0,410.8
"895",252.17,"Changhsingian","Schizodus",12.18,36.14,247,0,410.8
"896",252.17,"Changhsingian","Schizodus",-16.04,105.72,662,0,410.8
"897",252.17,"Changhsingian","Schizodus",13.38,-29.54,144,0,410.8
"898",252.17,"Changhsingian","Schizodus",-46.47,52.71,601,0,410.8
"899",252.17,"Changhsingian","Schizodus",12.14,36.16,247,0,410.8
"900",252.17,"Changhsingian","Schizodus",-15.54,105.64,662,0,410.8
"901",252.17,"Changhsingian","Schizodus",-15.26,104.61,662,0,410.8
"902",252.17,"Changhsingian","Schizodus",12.05,36.31,247,0,410.8
"903",252.17,"Changhsingian","Schizodus",-35.42,52.08,602,0,410.8
"904",252.17,"Changhsingian","Schizodus",-35.59,52.2,602,0,410.8
"905",252.17,"Changhsingian","Sedgwickia",-13.05,115.6,672,1,445.2
"906",252.17,"Changhsingian","Sedgwickia",-13.04,115.6,672,1,445.2
"907",252.17,"Changhsingian","Selenimyalina",-35.61,52.13,602,1,330.9
"908",252.17,"Changhsingian","Septimyalina",2.18,129.88,693,1,330.9
"909",252.17,"Changhsingian","Septimyalina",-15.13,104.76,662,1,330.9
"910",252.17,"Changhsingian","Sinuitina",-35.41,52.08,602,1,433.4
"911",252.17,"Changhsingian","Sinuitina",-35.32,52.06,602,1,433.4
"912",252.17,"Changhsingian","Sinuitina",-35.42,52.08,602,1,433.4
"913",252.17,"Changhsingian","Sinuitina",-35.29,52.14,602,1,433.4
"914",252.17,"Changhsingian","Sinuitina",-15.42,104.08,652,1,433.4
"915",252.17,"Changhsingian","Sinuitina",-35.37,52.11,602,1,433.4
"916",252.17,"Changhsingian","Solemya",-15.41,104.04,652,0,423
"917",252.17,"Changhsingian","Solemya",-13.29,110.1,662,0,423
"918",252.17,"Changhsingian","Solemya",-8.88,109.39,663,0,423
"919",252.17,"Changhsingian","Solemya",-12.48,110.51,662,0,423
"920",252.17,"Changhsingian","Solemya",-17.05,108.91,662,0,423
"921",252.17,"Changhsingian","Solemya",-8.02,106.03,663,0,423
"922",252.17,"Changhsingian","Soleniscus",-35.32,52.06,602,1,382.7
"923",252.17,"Changhsingian","Soleniscus",-35.61,52.13,602,1,382.7
"924",252.17,"Changhsingian","Soleniscus",-11.67,105.29,653,1,382.7
"925",252.17,"Changhsingian","Soleniscus",-35.29,52.14,602,1,382.7
"926",252.17,"Changhsingian","Soleniscus",-35.41,52.08,602,1,382.7
"927",252.17,"Changhsingian","Soleniscus",-16.95,108.49,662,1,382.7
"928",252.17,"Changhsingian","Soleniscus",-35.42,52.08,602,1,382.7
"929",252.17,"Changhsingian","Soleniscus",-16.95,108.49,662,1,382.7
"930",252.17,"Changhsingian","Soleniscus",-35.6,52.18,602,1,382.7
"931",252.17,"Changhsingian","Soleniscus",-35.16,52.3,602,1,382.7
"932",252.17,"Changhsingian","Soleniscus",-35.59,52.2,602,1,382.7
"933",252.17,"Changhsingian","Sphaeriola",-35.54,52.06,602,0,252.17
"934",252.17,"Changhsingian","Spiroscala",2.63,135.93,702,1,358.9
"935",252.17,"Changhsingian","Spiroscala",2.65,135.92,702,1,358.9
"936",252.17,"Changhsingian","Spiroscala",2.63,135.92,702,1,358.9
"937",252.17,"Changhsingian","Spirovallum",-46.49,52.72,601,1,290.1
"938",252.17,"Changhsingian","Spirovallum",-46.47,52.72,601,1,290.1
"939",252.17,"Changhsingian","Spirovallum",-87.2,-127.08,614,1,290.1
"940",252.17,"Changhsingian","Spirovallum",-88.35,62.81,605,1,290.1
"941",252.17,"Changhsingian","Straparella",-13.97,100.35,653,1,330.9
"942",252.17,"Changhsingian","Straparollus",-16.95,108.49,662,0,433.4
"943",252.17,"Changhsingian","Streblochondria",-35.32,52.06,602,0,358.9
"944",252.17,"Changhsingian","Streblochondria",-15.13,104.76,662,0,358.9
"945",252.17,"Changhsingian","Streblochondria",-15.26,104.61,662,0,358.9
"946",252.17,"Changhsingian","Streblochondria",-15.42,104.08,652,0,358.9
"947",252.17,"Changhsingian","Streblochondria",-15.12,104.77,662,0,358.9
"948",252.17,"Changhsingian","Streblochondria",-34.83,51.56,602,0,358.9
"949",252.17,"Changhsingian","Streblochondria",-15.35,105.29,662,0,358.9
"950",252.17,"Changhsingian","Streblochondria",-15.54,105.64,662,0,358.9
"951",252.17,"Changhsingian","Streblochondria",-37.2,55.08,602,0,358.9
"952",252.17,"Changhsingian","Streblochondria",-35.42,52.08,602,0,358.9
"953",252.17,"Changhsingian","Streblochondria",-87.62,-101.98,614,0,358.9
"954",252.17,"Changhsingian","Streblochondria",-14.49,105.56,662,0,358.9
"955",252.17,"Changhsingian","Streblochondria",-16.83,86.45,309,0,358.9
"956",252.17,"Changhsingian","Streblopteria",-18.62,107.65,661,1,358.9
"957",252.17,"Changhsingian","Streblopteria",-46.47,52.72,601,1,358.9
"958",252.17,"Changhsingian","Streblopteria",-15.13,104.76,662,1,358.9
"959",252.17,"Changhsingian","Streblopteria",-45.31,53.15,601,1,358.9
"960",252.17,"Changhsingian","Streblopteria",-87.27,-122.32,614,1,358.9
"961",252.17,"Changhsingian","Streblopteria",-13.05,115.6,672,1,358.9
"962",252.17,"Changhsingian","Streblopteria",-14.49,105.56,662,1,358.9
"963",252.17,"Changhsingian","Streblopteria",2.26,128.69,693,1,358.9
"964",252.17,"Changhsingian","Streblopteria",2.27,128.69,693,1,358.9
"965",252.17,"Changhsingian","Streblopteria",-14.49,105.54,662,1,358.9
"966",252.17,"Changhsingian","Streblopteria",-46.37,52.7,601,1,358.9
"967",252.17,"Changhsingian","Streblopteria",-45.12,53.25,601,1,358.9
"968",252.17,"Changhsingian","Streblopteria",-15.54,105.64,662,1,358.9
"969",252.17,"Changhsingian","Streptacis",13.34,-29.58,144,0,330.9
"970",252.17,"Changhsingian","Streptacis",-16.95,108.49,662,0,330.9
"971",252.17,"Changhsingian","Streptacis",13.36,-29.54,144,0,330.9
"972",252.17,"Changhsingian","Streptacis",-9.98,114.85,672,0,330.9
"973",252.17,"Changhsingian","Streptacis",-13.97,100.35,653,0,330.9
"974",252.17,"Changhsingian","Streptacis",13.37,-29.5,144,0,330.9
"975",252.17,"Changhsingian","Strobeus",-35.32,52.06,602,0,427.4
"976",252.17,"Changhsingian","Strobeus",-35.42,52.08,602,0,427.4
"977",252.17,"Changhsingian","Strobeus",-16.95,108.49,662,0,427.4
"978",252.17,"Changhsingian","Strobeus",-35.29,52.14,602,0,427.4
"979",252.17,"Changhsingian","Strotostoma",-87.62,-101.98,614,1,254.17
"980",252.17,"Changhsingian","Stuoraxis",-16.95,108.49,662,0,252.17
"981",252.17,"Changhsingian","Stutchburia",-87.27,-122.32,614,0,295.5
"982",252.17,"Changhsingian","Stutchburia",-15.26,104.61,662,0,295.5
"983",252.17,"Changhsingian","Stutchburia",-15.13,104.76,662,0,295.5
"984",252.17,"Changhsingian","Stutchburia",13.35,-29.57,144,0,295.5
"985",252.17,"Changhsingian","Stutchburia",12.12,36.17,247,0,295.5
"986",252.17,"Changhsingian","Stutchburia",-13.04,115.6,672,0,295.5
"987",252.17,"Changhsingian","Stutchburia",-14.89,114.74,671,0,295.5
"988",252.17,"Changhsingian","Stutchburia",12.14,36.16,247,0,295.5
"989",252.17,"Changhsingian","Stutchburia",-15.42,104.08,652,0,295.5
"990",252.17,"Changhsingian","Stutchburia",-14.4,106.47,662,0,295.5
"991",252.17,"Changhsingian","Stutchburia",12.05,36.31,247,0,295.5
"992",252.17,"Changhsingian","Stutchburia",-12.16,110.95,662,0,295.5
"993",252.17,"Changhsingian","Stutchburia",-15.41,104.04,652,0,295.5
"994",252.17,"Changhsingian","Taimyria",-15.13,104.76,662,1,268.8
"995",252.17,"Changhsingian","Tambanella",-15.12,104.77,662,1,265.1
"996",252.17,"Changhsingian","Tambanella",-16.12,104.18,652,1,265.1
"997",252.17,"Changhsingian","Tambanella",12.14,36.16,247,1,265.1
"998",252.17,"Changhsingian","Tambanella",-15.13,104.76,662,1,265.1
"999",252.17,"Changhsingian","Tambanella",-12.69,110.27,662,1,265.1
"1000",252.17,"Changhsingian","Tambanella",-15.26,104.61,662,1,265.1
"1001",252.17,"Changhsingian","Tambanella",12.17,36.13,247,1,265.1
"1002",252.17,"Changhsingian","Tambanella",2.18,129.88,693,1,265.1
"1003",252.17,"Changhsingian","Tambanella",-13.57,111.26,662,1,265.1
"1004",252.17,"Changhsingian","Tambanella",-13.04,115.6,672,1,265.1
"1005",252.17,"Changhsingian","Towapteria",-7.66,116.57,672,0,279.3
"1006",252.17,"Changhsingian","Towapteria",11.97,36.03,247,0,279.3
"1007",252.17,"Changhsingian","Towapteria",-7.66,116.57,672,0,279.3
"1008",252.17,"Changhsingian","Towapteria",12.14,36.16,247,0,279.3
"1009",252.17,"Changhsingian","Towapteria",12.05,36.31,247,0,279.3
"1010",252.17,"Changhsingian","Towapteria",-15.12,104.77,662,0,279.3
"1011",252.17,"Changhsingian","Towapteria",-11.67,105.28,653,0,279.3
"1012",252.17,"Changhsingian","Towapteria",-13.05,115.6,672,0,279.3
"1013",252.17,"Changhsingian","Towapteria",-13.04,115.6,672,0,279.3
"1014",252.17,"Changhsingian","Towapteria",-15.26,104.61,662,0,279.3
"1015",252.17,"Changhsingian","Towapteria",12.14,35.84,247,0,279.3
"1016",252.17,"Changhsingian","Towapteria",2.18,129.88,693,0,279.3
"1017",252.17,"Changhsingian","Towapteria",12.08,36.26,247,0,279.3
"1018",252.17,"Changhsingian","Towapteria",-11.67,105.29,653,0,279.3
"1019",252.17,"Changhsingian","Towapteria",12.18,36.14,247,0,279.3
"1020",252.17,"Changhsingian","Towapteria",-15.13,104.76,662,0,279.3
"1021",252.17,"Changhsingian","Towapteria",12.18,36.13,247,0,279.3
"1022",252.17,"Changhsingian","Towapteria",12.12,36.17,247,0,279.3
"1023",252.17,"Changhsingian","Trabeculatia",-87.62,-101.98,614,1,254.17
"1024",252.17,"Changhsingian","Trabeculatia",-87.27,-122.32,614,1,254.17
"1025",252.17,"Changhsingian","Trachybembix",-16.95,108.49,662,0,252.17
"1026",252.17,"Changhsingian","Trachydomia",-16.95,108.49,662,1,346.7
"1027",252.17,"Changhsingian","Trachydomia",-16.95,108.49,662,1,346.7
"1028",252.17,"Changhsingian","Trachyspira",-16.95,108.49,662,1,279.3
"1029",252.17,"Changhsingian","Trachyspira",-16.95,108.49,662,1,279.3
"1030",252.17,"Changhsingian","Trachyspira",-16.95,108.49,662,1,279.3
"1031",252.17,"Changhsingian","Tropidodiscus",-15.42,104.08,652,1,477.7
"1032",252.17,"Changhsingian","Unionites",12.14,36.16,247,0,265.1
"1033",252.17,"Changhsingian","Unionites",12.18,36.13,247,0,265.1
"1034",252.17,"Changhsingian","Unionites",12.09,36.28,247,0,265.1
"1035",252.17,"Changhsingian","Unionites",12.05,36.31,247,0,265.1
"1036",252.17,"Changhsingian","Unionites",80.57,85.31,370,0,265.1
"1037",252.17,"Changhsingian","Unionites",79.81,86.82,370,0,265.1
"1038",252.17,"Changhsingian","Unionites",12.12,36.17,247,0,265.1
"1039",252.17,"Changhsingian","Unionites",12.18,36.14,247,0,265.1
"1040",252.17,"Changhsingian","Unionites",12.14,36.14,247,0,265.1
"1041",252.17,"Changhsingian","Unionites",12.08,36.26,247,0,265.1
"1042",252.17,"Changhsingian","Unionites",12.08,36.15,247,0,265.1
"1043",252.17,"Changhsingian","Unionites",12.34,35.81,247,0,265.1
"1044",252.17,"Changhsingian","Unionites",12.18,36.14,247,0,265.1
"1045",252.17,"Changhsingian","Unionites",12.17,36.13,247,0,265.1
"1046",252.17,"Changhsingian","Vacunella",-87.27,-122.32,614,1,295.5
"1047",252.17,"Changhsingian","Vacunella",12.14,36.16,247,1,295.5
"1048",252.17,"Changhsingian","Vacunella",2.18,129.88,693,1,295.5
"1049",252.17,"Changhsingian","Vacunella",12.05,36.31,247,1,295.5
"1050",252.17,"Changhsingian","Vacunella",-13.04,115.6,672,1,295.5
"1051",252.17,"Changhsingian","Veteranella (Glyptoleda)",-46.47,52.7,601,1,279.3
"1052",252.17,"Changhsingian","Vnigripecten",80.57,85.31,370,1,272.3
"1053",252.17,"Changhsingian","Volsellina",12.05,36.31,247,1,298.9
"1054",252.17,"Changhsingian","Volsellina",12.14,36.16,247,1,298.9
"1055",252.17,"Changhsingian","Volsellina",12.17,36.13,247,1,298.9
"1056",252.17,"Changhsingian","Volsellina",12.08,36.26,247,1,298.9
"1057",252.17,"Changhsingian","Volsellina",12.12,36.17,247,1,298.9
"1058",252.17,"Changhsingian","Volsellina",12.14,36.14,247,1,298.9
"1059",252.17,"Changhsingian","Volsellina",12.18,36.14,247,1,298.9
"1060",252.17,"Changhsingian","Waagenella",-35.32,52.06,602,1,346.7
"1061",252.17,"Changhsingian","Waagenella",-35.59,52.23,602,1,346.7
"1062",252.17,"Changhsingian","Waagenella",-35.61,52.13,602,1,346.7
"1063",252.17,"Changhsingian","Waagenella",-35.16,52.3,602,1,346.7
"1064",252.17,"Changhsingian","Waagenella",-35.41,52.06,602,1,346.7
"1065",252.17,"Changhsingian","Waagenella",-35.59,52.2,602,1,346.7
"1066",252.17,"Changhsingian","Waagenella",-35.59,52.07,602,1,346.7
"1067",252.17,"Changhsingian","Waagenella",-34.84,51.55,602,1,346.7
"1068",252.17,"Changhsingian","Waagenella",-35.24,52.12,602,1,346.7
"1069",252.17,"Changhsingian","Waagenella",-35.41,52.08,602,1,346.7
"1070",252.17,"Changhsingian","Waagenella",-35.29,52.14,602,1,346.7
"1071",252.17,"Changhsingian","Waagenella",-35.42,52.08,602,1,346.7
"1072",252.17,"Changhsingian","Warthia",-35.41,52.08,602,0,346.7
"1073",252.17,"Changhsingian","Warthia",-35.61,52.13,602,0,346.7
"1074",252.17,"Changhsingian","Warthia",12.14,35.84,247,0,346.7
"1075",252.17,"Changhsingian","Warthia",-87.27,-122.32,614,0,346.7
"1076",252.17,"Changhsingian","Warthia",12.09,36.28,247,0,346.7
"1077",252.17,"Changhsingian","Warthia",12.18,36.14,247,0,346.7
"1078",252.17,"Changhsingian","Warthia",12.18,36.13,247,0,346.7
"1079",252.17,"Changhsingian","Warthia",11.97,36.03,247,0,346.7
"1080",252.17,"Changhsingian","Warthia",-35.24,52.12,602,0,346.7
"1081",252.17,"Changhsingian","Warthia",-15.26,104.61,662,0,346.7
"1082",252.17,"Changhsingian","Warthia",12.12,36.16,247,0,346.7
"1083",252.17,"Changhsingian","Warthia",-14.85,105.33,662,0,346.7
"1084",252.17,"Changhsingian","Warthia",-16.95,108.49,662,0,346.7
"1085",252.17,"Changhsingian","Wilkingia",-15.13,104.76,662,1,330.9
"1086",252.17,"Changhsingian","Wilkingia",-13.79,115.78,672,1,330.9
"1087",252.17,"Changhsingian","Wilkingia",13.34,-29.58,144,1,330.9
"1088",252.17,"Changhsingian","Wilkingia",-17.05,108.91,662,1,330.9
"1089",252.17,"Changhsingian","Wilkingia",-34.8,51.55,602,1,330.9
"1090",252.17,"Changhsingian","Wilkingia",-35.24,52.12,602,1,330.9
"1091",252.17,"Changhsingian","Wilkingia",-13.04,115.6,672,1,330.9
"1092",252.17,"Changhsingian","Wilkingia",-35.42,52.08,602,1,330.9
"1093",252.17,"Changhsingian","Wilkingia",-35.61,52.13,602,1,330.9
"1094",252.17,"Changhsingian","Wilkingia",-10.02,107.89,663,1,330.9
"1095",252.17,"Changhsingian","Wilkingia",-35.59,52.23,602,1,330.9
"1096",252.17,"Changhsingian","Worthenia",2.27,128.69,693,0,346.7
"1097",252.17,"Changhsingian","Worthenia",-14.73,104.99,662,0,346.7
"1098",252.17,"Changhsingian","Xinanopecten",-16.83,86.45,309,1,252.17
"1099",252.17,"Changhsingian","Yunnania",2.26,128.69,693,0,382.7
"1100",251.2,"Induan","Abrekopsis",21.01,142.39,381,1,251.2
"1101",251.2,"Induan","Anomphalus",-9.37,115.53,672,0,407.6
"1102",251.2,"Induan","Asoella",-11.37,106.49,662,0,251.2
"1103",251.2,"Induan","Astartella",-15.37,106.82,662,1,330.9
"1104",251.2,"Induan","Astartella",-14.74,106.83,662,1,330.9
"1105",251.2,"Induan","Astartella",-14.75,106.83,662,1,330.9
"1106",251.2,"Induan","Astartella",-15.52,106.74,662,1,330.9
"1107",251.2,"Induan","Astartella",-15.53,106.74,662,1,330.9
"1108",251.2,"Induan","Astartella",-14.78,106.84,662,1,330.9
"1109",251.2,"Induan","Astartopsis",-15.87,107.54,662,1,251.2
"1110",251.2,"Induan","Astartopsis",-15.53,106.74,662,1,251.2
"1111",251.2,"Induan","Astartopsis",-14.74,106.83,662,1,251.2
"1112",251.2,"Induan","Astartopsis",-15.52,106.74,662,1,251.2
"1113",251.2,"Induan","Atomodesma",-14.78,106.84,662,1,295.5
"1114",251.2,"Induan","Atomodesma",-14.75,106.83,662,1,295.5
"1115",251.2,"Induan","Atomodesma",-14.74,106.83,662,1,295.5
"1116",251.2,"Induan","Atomodesma",-15.87,107.54,662,1,295.5
"1117",251.2,"Induan","Atomodesma",-15.8,107.57,662,1,295.5
"1118",251.2,"Induan","Atomodesma",-14.79,106.75,662,1,295.5
"1119",251.2,"Induan","Atomodesma",82.83,99.68,370,1,295.5
"1120",251.2,"Induan","Atomodesma",54.75,22.9,253,1,295.5
"1121",251.2,"Induan","Austrotindaria",30.31,-33.37,125,0,251.2
"1122",251.2,"Induan","Austrotindaria",8.35,40.84,246,0,251.2
"1123",251.2,"Induan","Austrotindaria",26.63,-29.9,135,0,251.2
"1124",251.2,"Induan","Austrotindaria",-14.75,106.83,662,0,251.2
"1125",251.2,"Induan","Austrotindaria",29.44,-34.72,125,0,251.2
"1126",251.2,"Induan","Austrotindaria",12.94,36.21,247,0,251.2
"1127",251.2,"Induan","Austrotindaria",12.87,36.13,247,0,251.2
"1128",251.2,"Induan","Austrotindaria",25.58,-31.16,135,0,251.2
"1129",251.2,"Induan","Austrotindaria",-15.87,107.54,662,0,251.2
"1130",251.2,"Induan","Austrotindaria",-14.74,106.83,662,0,251.2
"1131",251.2,"Induan","Austrotindaria",12.87,36.38,247,0,251.2
"1132",251.2,"Induan","Austrotindaria",-14.75,106.73,662,0,251.2
"1133",251.2,"Induan","Austrotindaria",12.87,35.97,247,0,251.2
"1134",251.2,"Induan","Austrotindaria",25.42,-31.08,135,0,251.2
"1135",251.2,"Induan","Austrotindaria",28.65,-31.3,125,0,251.2
"1136",251.2,"Induan","Austrotindaria",12.74,36.16,247,0,251.2
"1137",251.2,"Induan","Austrotindaria",12.86,36.13,247,0,251.2
"1138",251.2,"Induan","Austrotindaria",21.01,142.39,381,0,251.2
"1139",251.2,"Induan","Austrotindaria",-14.11,104.53,662,0,251.2
"1140",251.2,"Induan","Austrotindaria",-14.54,104.84,662,0,251.2
"1141",251.2,"Induan","Austrotindaria",-13.36,104.46,662,0,251.2
"1142",251.2,"Induan","Austrotindaria",-13.86,104.54,662,0,251.2
"1143",251.2,"Induan","Austrotindaria",13.35,35.33,247,0,251.2
"1144",251.2,"Induan","Austrotindaria",26.62,-29.89,135,0,251.2
"1145",251.2,"Induan","Austrotindaria",28.4,-30.94,125,0,251.2
"1146",251.2,"Induan","Austrotindaria",29.54,-34.82,125,0,251.2
"1147",251.2,"Induan","Austrotindaria",25.49,-33.04,125,0,251.2
